"Country or Area","Commodity - Transaction","Year","Unit","Quantity","Quantity Footnotes"
"Gambia","Electricity - net installed capacity of electric power plants public solar","2014","Kilowatts,  thousand","0.8",""
"Germany","Electricity - net installed capacity of electric power plants public solar","2015","Kilowatts,  thousand","39788",""
"Germany","Electricity - net installed capacity of electric power plants public solar","2014","Kilowatts,  thousand","38236",""
"Germany","Electricity - net installed capacity of electric power plants public solar","2013","Kilowatts,  thousand","36337",""
"Germany","Electricity - net installed capacity of electric power plants public solar","2012","Kilowatts,  thousand","32643",""
"Germany","Electricity - net installed capacity of electric power plants public solar","2011","Kilowatts,  thousand","25039",""
"Germany","Electricity - net installed capacity of electric power plants public solar","2010","Kilowatts,  thousand","17551",""
"Germany","Electricity - net installed capacity of electric power plants public solar","2009","Kilowatts,  thousand","10564",""
"Germany","Electricity - net installed capacity of electric power plants public solar","2008","Kilowatts,  thousand","6118",""
"Germany","Electricity - net installed capacity of electric power plants public solar","2007","Kilowatts,  thousand","4168",""
"Germany","Electricity - net installed capacity of electric power plants public solar","2006","Kilowatts,  thousand","2898",""
"Germany","Electricity - net installed capacity of electric power plants public solar","2005","Kilowatts,  thousand","2056",""
"Germany","Electricity - net installed capacity of electric power plants public solar","2004","Kilowatts,  thousand","1105",""
"Germany","Electricity - net installed capacity of electric power plants public solar","2003","Kilowatts,  thousand","435",""
"Germany","Electricity - net installed capacity of electric power plants public solar","2002","Kilowatts,  thousand","260",""
"Germany","Electricity - net installed capacity of electric power plants public solar","2001","Kilowatts,  thousand","195",""
"Germany","Electricity - net installed capacity of electric power plants public solar","2000","Kilowatts,  thousand","114",""
"Germany","Electricity - net installed capacity of electric power plants public solar","1999","Kilowatts,  thousand","70",""
"Germany","Electricity - net installed capacity of electric power plants public solar","1998","Kilowatts,  thousand","54",""
"Germany","Electricity - net installed capacity of electric power plants public solar","1997","Kilowatts,  thousand","42",""
"Germany","Electricity - net installed capacity of electric power plants public solar","1996","Kilowatts,  thousand","28",""
"Germany","Electricity - net installed capacity of electric power plants public solar","1995","Kilowatts,  thousand","18",""
"Germany","Electricity - net installed capacity of electric power plants public solar","1994","Kilowatts,  thousand","12",""
"Germany","Electricity - net installed capacity of electric power plants public solar","1993","Kilowatts,  thousand","9",""
"Germany","Electricity - net installed capacity of electric power plants public solar","1992","Kilowatts,  thousand","6",""
"Germany","Electricity - net installed capacity of electric power plants public solar","1991","Kilowatts,  thousand","2",""
"Ghana","Electricity - net installed capacity of electric power plants public solar","2016","Kilowatts,  thousand","22.5",""
"Ghana","Electricity - net installed capacity of electric power plants public solar","2015","Kilowatts,  thousand","22.5",""
"Ghana","Electricity - net installed capacity of electric power plants public solar","2014","Kilowatts,  thousand","2.5",""
"Ghana","Electricity - net installed capacity of electric power plants public solar","2013","Kilowatts,  thousand","2.5",""
"Ghana","Electricity - net installed capacity of electric power plants public solar","2012","Kilowatts,  thousand","0",""
"Ghana","Electricity - net installed capacity of electric power plants public solar","2011","Kilowatts,  thousand","0",""
"Ghana","Electricity - net installed capacity of electric power plants public solar","2010","Kilowatts,  thousand","0",""
"Greece","Electricity - net installed capacity of electric power plants public solar","2015","Kilowatts,  thousand","2604",""
"Greece","Electricity - net installed capacity of electric power plants public solar","2014","Kilowatts,  thousand","2596",""
"Greece","Electricity - net installed capacity of electric power plants public solar","2013","Kilowatts,  thousand","2579",""
"Greece","Electricity - net installed capacity of electric power plants public solar","2012","Kilowatts,  thousand","1536",""
"Greece","Electricity - net installed capacity of electric power plants public solar","2011","Kilowatts,  thousand","612",""
"Greece","Electricity - net installed capacity of electric power plants public solar","2010","Kilowatts,  thousand","202",""
"Greece","Electricity - net installed capacity of electric power plants public solar","2009","Kilowatts,  thousand","46",""
"Greece","Electricity - net installed capacity of electric power plants public solar","2008","Kilowatts,  thousand","12",""
"Greece","Electricity - net installed capacity of electric power plants public solar","2007","Kilowatts,  thousand","9",""
"Greece","Electricity - net installed capacity of electric power plants public solar","2006","Kilowatts,  thousand","5",""
"Greece","Electricity - net installed capacity of electric power plants public solar","2005","Kilowatts,  thousand","1",""
"Greece","Electricity - net installed capacity of electric power plants public solar","2004","Kilowatts,  thousand","1",""
"Greece","Electricity - net installed capacity of electric power plants public solar","2003","Kilowatts,  thousand","1",""
"Greece","Electricity - net installed capacity of electric power plants public solar","2002","Kilowatts,  thousand","1",""
"Greece","Electricity - net installed capacity of electric power plants public solar","2001","Kilowatts,  thousand","1",""
"Guadeloupe","Electricity - net installed capacity of electric power plants public solar","2015","Kilowatts,  thousand","67",""
"Guadeloupe","Electricity - net installed capacity of electric power plants public solar","2014","Kilowatts,  thousand","67",""
"Guadeloupe","Electricity - net installed capacity of electric power plants public solar","2013","Kilowatts,  thousand","67",""
"Guadeloupe","Electricity - net installed capacity of electric power plants public solar","2012","Kilowatts,  thousand","64",""
"Guadeloupe","Electricity - net installed capacity of electric power plants public solar","2011","Kilowatts,  thousand","63","1"
"Guadeloupe","Electricity - net installed capacity of electric power plants public solar","2010","Kilowatts,  thousand","37","1"
"Guadeloupe","Electricity - net installed capacity of electric power plants public solar","2009","Kilowatts,  thousand","27","1"
"Guadeloupe","Electricity - net installed capacity of electric power plants public solar","2008","Kilowatts,  thousand","2","1"
"Guadeloupe","Electricity - net installed capacity of electric power plants public solar","2007","Kilowatts,  thousand","2","1"
"Guadeloupe","Electricity - net installed capacity of electric power plants public solar","2006","Kilowatts,  thousand","2","1"
"Guadeloupe","Electricity - net installed capacity of electric power plants public solar","2005","Kilowatts,  thousand","2","1"
"Guam","Electricity - net installed capacity of electric power plants public solar","2015","Kilowatts,  thousand","25.65",""
"Guatemala","Electricity - net installed capacity of electric power plants public solar","2015","Kilowatts,  thousand","85",""
"Guatemala","Electricity - net installed capacity of electric power plants public solar","2014","Kilowatts,  thousand","5",""
"Honduras","Electricity - net installed capacity of electric power plants public solar","2015","Kilowatts,  thousand","388",""
"India","Electricity - net installed capacity of electric power plants public solar","2015","Kilowatts,  thousand","5299","1"
"India","Electricity - net installed capacity of electric power plants public solar","2014","Kilowatts,  thousand","3753",""
"India","Electricity - net installed capacity of electric power plants public solar","2013","Kilowatts,  thousand","2206","1"
"India","Electricity - net installed capacity of electric power plants public solar","2012","Kilowatts,  thousand","0",""
"India","Electricity - net installed capacity of electric power plants public solar","2011","Kilowatts,  thousand","0",""
"India","Electricity - net installed capacity of electric power plants public solar","2010","Kilowatts,  thousand","0",""
"Indonesia","Electricity - net installed capacity of electric power plants public solar","2015","Kilowatts,  thousand","9.72",""
"Indonesia","Electricity - net installed capacity of electric power plants public solar","2014","Kilowatts,  thousand","9.2",""
"Indonesia","Electricity - net installed capacity of electric power plants public solar","2013","Kilowatts,  thousand","9",""
"Indonesia","Electricity - net installed capacity of electric power plants public solar","2012","Kilowatts,  thousand","4",""
"Indonesia","Electricity - net installed capacity of electric power plants public solar","2011","Kilowatts,  thousand","1",""
"Indonesia","Electricity - net installed capacity of electric power plants public solar","2010","Kilowatts,  thousand","1","1"
"Indonesia","Electricity - net installed capacity of electric power plants public solar","2009","Kilowatts,  thousand","0",""
"Indonesia","Electricity - net installed capacity of electric power plants public solar","2008","Kilowatts,  thousand","0",""
"Iran (Islamic Rep. of)","Electricity - net installed capacity of electric power plants public solar","2015","Kilowatts,  thousand","9.2",""
"Iran (Islamic Rep. of)","Electricity - net installed capacity of electric power plants public solar","2014","Kilowatts,  thousand","0.6",""
"Iran (Islamic Rep. of)","Electricity - net installed capacity of electric power plants public solar","2013","Kilowatts,  thousand","0.1",""
"Iran (Islamic Rep. of)","Electricity - net installed capacity of electric power plants public solar","2012","Kilowatts,  thousand","0.1",""
"Iran (Islamic Rep. of)","Electricity - net installed capacity of electric power plants public solar","2011","Kilowatts,  thousand","0.1",""
"Iran (Islamic Rep. of)","Electricity - net installed capacity of electric power plants public solar","2010","Kilowatts,  thousand","0.1",""
"Iran (Islamic Rep. of)","Electricity - net installed capacity of electric power plants public solar","2009","Kilowatts,  thousand","0.1",""
"Iran (Islamic Rep. of)","Electricity - net installed capacity of electric power plants public solar","2008","Kilowatts,  thousand","0.1",""
"Iran (Islamic Rep. of)","Electricity - net installed capacity of electric power plants public solar","2007","Kilowatts,  thousand","0.1",""
"Iran (Islamic Rep. of)","Electricity - net installed capacity of electric power plants public solar","2006","Kilowatts,  thousand","0.1",""
"Iran (Islamic Rep. of)","Electricity - net installed capacity of electric power plants public solar","2005","Kilowatts,  thousand","0.1",""
"Italy","Electricity - net installed capacity of electric power plants public solar","2015","Kilowatts,  thousand","18892",""
"Italy","Electricity - net installed capacity of electric power plants public solar","2014","Kilowatts,  thousand","18594",""
"Italy","Electricity - net installed capacity of electric power plants public solar","2013","Kilowatts,  thousand","18185",""
"Italy","Electricity - net installed capacity of electric power plants public solar","2012","Kilowatts,  thousand","16785",""
"Italy","Electricity - net installed capacity of electric power plants public solar","2011","Kilowatts,  thousand","13131",""
"Italy","Electricity - net installed capacity of electric power plants public solar","2010","Kilowatts,  thousand","3592",""
"Italy","Electricity - net installed capacity of electric power plants public solar","2009","Kilowatts,  thousand","1264",""
"Italy","Electricity - net installed capacity of electric power plants public solar","2008","Kilowatts,  thousand","483",""
"Italy","Electricity - net installed capacity of electric power plants public solar","2007","Kilowatts,  thousand","110",""
"Italy","Electricity - net installed capacity of electric power plants public solar","2006","Kilowatts,  thousand","45",""
"Italy","Electricity - net installed capacity of electric power plants public solar","2005","Kilowatts,  thousand","34",""
"Italy","Electricity - net installed capacity of electric power plants public solar","2004","Kilowatts,  thousand","31",""
"Italy","Electricity - net installed capacity of electric power plants public solar","2003","Kilowatts,  thousand","26",""
"Italy","Electricity - net installed capacity of electric power plants public solar","2002","Kilowatts,  thousand","22",""
"Italy","Electricity - net installed capacity of electric power plants public solar","2001","Kilowatts,  thousand","20",""
"Italy","Electricity - net installed capacity of electric power plants public solar","2000","Kilowatts,  thousand","19",""
"Italy","Electricity - net installed capacity of electric power plants public solar","1999","Kilowatts,  thousand","18",""
"Italy","Electricity - net installed capacity of electric power plants public solar","1998","Kilowatts,  thousand","18",""
"Italy","Electricity - net installed capacity of electric power plants public solar","1997","Kilowatts,  thousand","17",""
"Italy","Electricity - net installed capacity of electric power plants public solar","1996","Kilowatts,  thousand","16",""
"Italy","Electricity - net installed capacity of electric power plants public solar","1995","Kilowatts,  thousand","16",""
"Italy","Electricity - net installed capacity of electric power plants public solar","1994","Kilowatts,  thousand","14",""
"Italy","Electricity - net installed capacity of electric power plants public solar","1993","Kilowatts,  thousand","12",""
"Italy","Electricity - net installed capacity of electric power plants public solar","1992","Kilowatts,  thousand","8",""
"Italy","Electricity - net installed capacity of electric power plants public solar","1991","Kilowatts,  thousand","5",""
"Italy","Electricity - net installed capacity of electric power plants public solar","1990","Kilowatts,  thousand","4",""
"Jamaica","Electricity - net installed capacity of electric power plants public solar","2015","Kilowatts,  thousand","26",""
"Japan","Electricity - net installed capacity of electric power plants public solar","2015","Kilowatts,  thousand","87",""
"Japan","Electricity - net installed capacity of electric power plants public solar","2014","Kilowatts,  thousand","81",""
"Japan","Electricity - net installed capacity of electric power plants public solar","2013","Kilowatts,  thousand","67",""
"Japan","Electricity - net installed capacity of electric power plants public solar","2012","Kilowatts,  thousand","65",""
"Japan","Electricity - net installed capacity of electric power plants public solar","2011","Kilowatts,  thousand","61",""
"Japan","Electricity - net installed capacity of electric power plants public solar","2010","Kilowatts,  thousand","13",""
"Japan","Electricity - net installed capacity of electric power plants public solar","2009","Kilowatts,  thousand","0",""
"Japan","Electricity - net installed capacity of electric power plants public solar","2008","Kilowatts,  thousand","0",""
"Japan","Electricity - net installed capacity of electric power plants public solar","2007","Kilowatts,  thousand","0",""
"Jordan","Electricity - net installed capacity of electric power plants public solar","2015","Kilowatts,  thousand","5",""
"Kiribati","Electricity - net installed capacity of electric power plants public solar","2015","Kilowatts,  thousand","1.5",""
"Kiribati","Electricity - net installed capacity of electric power plants public solar","2014","Kilowatts,  thousand","1.3","1"
"Kiribati","Electricity - net installed capacity of electric power plants public solar","2013","Kilowatts,  thousand","1.2","1"
"Kiribati","Electricity - net installed capacity of electric power plants public solar","2012","Kilowatts,  thousand","1.1","1"
"Kiribati","Electricity - net installed capacity of electric power plants public solar","2011","Kilowatts,  thousand","1.1","1"
"Kiribati","Electricity - net installed capacity of electric power plants public solar","2010","Kilowatts,  thousand","1","1"
"Kiribati","Electricity - net installed capacity of electric power plants public solar","2009","Kilowatts,  thousand","1","1"
"Kiribati","Electricity - net installed capacity of electric power plants public solar","2008","Kilowatts,  thousand","1","1"
"Kiribati","Electricity - net installed capacity of electric power plants public solar","2007","Kilowatts,  thousand","1","1"
"Kiribati","Electricity - net installed capacity of electric power plants public solar","2006","Kilowatts,  thousand","0.96","1"
"Kiribati","Electricity - net installed capacity of electric power plants public solar","2005","Kilowatts,  thousand","0.77","1"
"Kiribati","Electricity - net installed capacity of electric power plants public solar","2004","Kilowatts,  thousand","0.571",""
"Korea, Republic of","Electricity - net installed capacity of electric power plants public solar","2015","Kilowatts,  thousand","2458",""
"Korea, Republic of","Electricity - net installed capacity of electric power plants public solar","2014","Kilowatts,  thousand","1791",""
"Korea, Republic of","Electricity - net installed capacity of electric power plants public solar","2013","Kilowatts,  thousand","1080",""
"Korea, Republic of","Electricity - net installed capacity of electric power plants public solar","2012","Kilowatts,  thousand","686",""
"Korea, Republic of","Electricity - net installed capacity of electric power plants public solar","2011","Kilowatts,  thousand","555",""
"Korea, Republic of","Electricity - net installed capacity of electric power plants public solar","2010","Kilowatts,  thousand","533",""
"Korea, Republic of","Electricity - net installed capacity of electric power plants public solar","2009","Kilowatts,  thousand","417",""
"Korea, Republic of","Electricity - net installed capacity of electric power plants public solar","2008","Kilowatts,  thousand","299",""
"Korea, Republic of","Electricity - net installed capacity of electric power plants public solar","2007","Kilowatts,  thousand","21",""
"Korea, Republic of","Electricity - net installed capacity of electric power plants public solar","2006","Kilowatts,  thousand","9",""
"Korea, Republic of","Electricity - net installed capacity of electric power plants public solar","2005","Kilowatts,  thousand","1",""
"Lesotho","Electricity - net installed capacity of electric power plants public solar","2016","Kilowatts,  thousand","0.28",""
"Lesotho","Electricity - net installed capacity of electric power plants public solar","2015","Kilowatts,  thousand","0.28",""
"Lesotho","Electricity - net installed capacity of electric power plants public solar","2014","Kilowatts,  thousand","0.28",""
"Lesotho","Electricity - net installed capacity of electric power plants public solar","2013","Kilowatts,  thousand","0.28",""
"Liechtenstein","Electricity - net installed capacity of electric power plants public solar","2015","Kilowatts,  thousand","5","1"
"Liechtenstein","Electricity - net installed capacity of electric power plants public solar","2014","Kilowatts,  thousand","4","1"
"Liechtenstein","Electricity - net installed capacity of electric power plants public solar","2013","Kilowatts,  thousand","3","1"
"Liechtenstein","Electricity - net installed capacity of electric power plants public solar","2012","Kilowatts,  thousand","2","1"
"Liechtenstein","Electricity - net installed capacity of electric power plants public solar","2011","Kilowatts,  thousand","1","1"
"Liechtenstein","Electricity - net installed capacity of electric power plants public solar","2010","Kilowatts,  thousand","1","1"
"Liechtenstein","Electricity - net installed capacity of electric power plants public solar","2009","Kilowatts,  thousand","1","1"
"Liechtenstein","Electricity - net installed capacity of electric power plants public solar","2008","Kilowatts,  thousand","1","1"
"Lithuania","Electricity - net installed capacity of electric power plants public solar","2015","Kilowatts,  thousand","69",""
"Lithuania","Electricity - net installed capacity of electric power plants public solar","2014","Kilowatts,  thousand","69",""
"Lithuania","Electricity - net installed capacity of electric power plants public solar","2013","Kilowatts,  thousand","68",""
"Lithuania","Electricity - net installed capacity of electric power plants public solar","2012","Kilowatts,  thousand","7",""
"Lithuania","Electricity - net installed capacity of electric power plants public solar","2011","Kilowatts,  thousand","0",""
