"Country or Area","Year","Sex","Coverage","Source","SourceID","Type","Value","Value Footnotes"
"Belgium","1999","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","507.5",""
"Belgium","1999","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","375.216","1,47"
"Belgium","1998","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","384","1"
"Belgium","1998","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","541",""
"Belgium","1998","Total men and women","Registered unemployment","Employment office records","# 0","Previously employed","358.48","46"
"Belgium","1998","Total men and women","Registered unemployment","Employment office records","# 0","First job seekers","73.32","46"
"Belgium","1997","Total men and women","Registered unemployment","Employment office records","# 0","First job seekers","74.78","46"
"Belgium","1997","Total men and women","Registered unemployment","Employment office records","# 0","Previously employed","383.6","46"
"Belgium","1997","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","570",""
"Belgium","1997","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","375.1","1"
"Belgium","1996","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","404","1"
"Belgium","1996","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","588.2",""
"Belgium","1996","Total men and women","Registered unemployment","Employment office records","# 0","Previously employed","404.55","46"
"Belgium","1996","Total men and women","Registered unemployment","Employment office records","# 0","First job seekers","73.19","46"
"Belgium","1995","Total men and women","Registered unemployment","Employment office records","# 0","First job seekers","71.155","46"
"Belgium","1995","Total men and women","Registered unemployment","Employment office records","# 0","Previously employed","428.799","46"
"Belgium","1995","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","596.872",""
"Belgium","1995","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","390.1","1"
"Belgium","1994","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","405.4","1"
"Belgium","1994","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","588.676",""
"Belgium","1994","Total men and women","Registered unemployment","Employment office records","# 0","Previously employed","429.408","46"
"Belgium","1994","Total men and women","Registered unemployment","Employment office records","# 0","First job seekers","77.791","46"
"Belgium","1993","Total men and women","Registered unemployment","Employment office records","# 0","First job seekers","69.795","46"
"Belgium","1993","Total men and women","Registered unemployment","Employment office records","# 0","Previously employed","406.072","46"
"Belgium","1993","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","549.738",""
"Belgium","1993","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","335.2","1"
"Belgium","1992","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","316.1","1"
"Belgium","1992","Total men and women","Registered unemployment","Employment office records","# 0","Previously employed","351.563","46"
"Belgium","1992","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","472.908",""
"Belgium","1992","Total men and women","Registered unemployment","Employment office records","# 0","First job seekers","59.119","46"
"Belgium","1991","Total men and women","Registered unemployment","Employment office records","# 0","First job seekers","50.115","46"
"Belgium","1991","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","429.496",""
"Belgium","1991","Total men and women","Registered unemployment","Employment office records","# 0","Previously employed","318.618","46"
"Belgium","1991","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","282.4","1"
"Belgium","1990","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","285.1","1"
"Belgium","1990","Total men and women","Registered unemployment","Employment office records","# 0","Previously employed","303.135","46"
"Belgium","1990","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","402.79",""
"Belgium","1990","Total men and women","Registered unemployment","Employment office records","# 0","First job seekers","44.796","46"
"Belgium","1989","Total men and women","Registered unemployment","Employment office records","# 0","First job seekers","48.572","46"
"Belgium","1989","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","419.304",""
"Belgium","1989","Total men and women","Registered unemployment","Employment office records","# 0","Previously employed","315.365","46"
"Belgium","1989","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","326","1"
"Belgium","1988","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","395.8","1"
"Belgium","1988","Total men and women","Registered unemployment","Employment office records","# 0","Previously employed","344.947","46"
"Belgium","1988","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","459.424",""
"Belgium","1988","Total men and women","Registered unemployment","Employment office records","# 0","First job seekers","52.916","46"
"Belgium","1987","Total men and women","Registered unemployment","Employment office records","# 0","First job seekers","58.191","46"
"Belgium","1987","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","500.84",""
"Belgium","1987","Total men and women","Registered unemployment","Employment office records","# 0","Previously employed","376.523","46"
"Belgium","1987","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","444.8","1"
"Belgium","1986","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","450.2","1"
"Belgium","1986","Total men and women","Registered unemployment","Employment office records","# 0","Previously employed","384.948","46"
"Belgium","1986","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","516.761",""
"Belgium","1986","Total men and women","Registered unemployment","Employment office records","# 0","First job seekers","57.4","46"
"Belgium","1985","Total men and women","Registered unemployment","Employment office records","# 0","First job seekers","55.812","46,48"
"Belgium","1985","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","558.258","48"
"Belgium","1985","Total men and women","Registered unemployment","Employment office records","# 0","Previously employed","420.817","46,48"
"Belgium","1985","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","455.3","1"
"Belgium","1984","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","486.3","1"
"Belgium","1984","Total men and women","Registered unemployment","Employment office records","# 0","Previously employed","460.427","46"
"Belgium","1984","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","595.821",""
"Belgium","1984","Total men and women","Registered unemployment","Employment office records","# 0","First job seekers","51.974","46"
"Belgium","1983","Total men and women","Registered unemployment","Employment office records","# 0","First job seekers","46.109","46"
"Belgium","1983","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","589.495",""
"Belgium","1983","Total men and women","Registered unemployment","Employment office records","# 0","Previously employed","458.853","46"
"Belgium","1983","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","464.9","1"
"Belgium","1982","Total men and women","Registered unemployment","Employment office records","# 0","Previously employed","419.095","46"
"Belgium","1982","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","535.029",""
"Belgium","1982","Total men and women","Registered unemployment","Employment office records","# 0","First job seekers","37.482","46"
"Belgium","1981","Total men and women","Registered unemployment","Employment office records","# 0","First job seekers","29.485","46"
"Belgium","1981","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","454.347",""
"Belgium","1981","Total men and women","Registered unemployment","Employment office records","# 0","Previously employed","362.299","46"
"Belgium","1981","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","452.3","1"
"Belgium","1980","Total men and women","Registered unemployment","Employment office records","# 0","Previously employed","295.747","46"
"Belgium","1980","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","368.756",""
"Belgium","1980","Total men and women","Registered unemployment","Employment office records","# 0","First job seekers","26.149","46"
"Belgium","1979","Total men and women","Registered unemployment","Employment office records","# 0","First job seekers","22.798","46"
"Belgium","1979","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","340.563",""
"Belgium","1979","Total men and women","Registered unemployment","Employment office records","# 0","Previously employed","271.619","46"
"Belgium","1979","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","268","1"
"Belgium","1978","Total men and women","Registered unemployment","Employment office records","# 0","Previously employed","260.445","46"
"Belgium","1978","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","324.274",""
"Belgium","1978","Total men and women","Registered unemployment","Employment office records","# 0","First job seekers","21.719","46"
"Belgium","1977","Total men and women","Registered unemployment","Employment office records","# 0","First job seekers","20.693","46"
"Belgium","1977","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","300.682",""
"Belgium","1977","Total men and women","Registered unemployment","Employment office records","# 0","Previously employed","243.591","46"
"Belgium","1977","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","216","1"
"Belgium","1976","Total men and women","Registered unemployment","Employment office records","# 0","Previously employed","210.014","46"
"Belgium","1976","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","261.141",""
"Belgium","1976","Total men and women","Registered unemployment","Employment office records","# 0","First job seekers","18.523","46"
"Belgium","1975","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","203.443",""
"Belgium","1974","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","120.588",""
"Belgium","1973","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","108.244",""
"Belgium","1972","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","105.227",""
"Belgium","1971","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","84.532",""
"Belgium","1970","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","81.958",""
"Belgium","1969","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","95.878",""
"Belize","2008","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","10.2","8,11,34"
"Belize","2007","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","10.4","8,34"
"Belize","2006","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","10.6","8,34"
"Belize","2005","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","12.197","8,34"
"Belize","2002","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","9.453","8,34"
"Belize","2001","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","8.561","8,34"
"Belize","1999","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","11.455","8,34"
"Belize","1998","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","12.25","8,34"
"Belize","1997","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","10.26","8,34"
"Belize","1996","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","10.425","8,34"
"Belize","1995","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","8.925","8,34"
"Belize","1994","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","7.715","8,34"
"Belize","1994","Total men and women","Total coverage","Labour force survey","# 0","Previously employed","5.03","8,34"
"Belize","1994","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","2.685","8,34"
"Belize","1993","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","1.93","8,34"
"Belize","1993","Total men and women","Total coverage","Labour force survey","# 0","Previously employed","4.79","8,34"
"Belize","1993","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","6.72","8,34"
"Belize","1991","Total men and women","Total coverage","Population census","# 0","Unemployed","2.131","8,11"
"Benin","2002","Total men and women","Total coverage","Population census","# 0","Unemployed","20.466","49"
"Benin","2002","Total men and women","Total coverage","Population census","# 0","Previously employed","8.624","49"
"Benin","2002","Total men and women","Total coverage","Population census","# 0","First job seekers","11.842","49"
"Benin","1992","Total men and women","Total coverage","Population census","# 0","First job seekers","20.687","8,49"
"Benin","1992","Total men and women","Total coverage","Population census","# 0","Previously employed","11.631","8,49"
"Benin","1992","Total men and women","Total coverage","Population census","# 0","Unemployed","32.318","8,49"
"Benin","1991","Total men and women","Total coverage","Official estimates","# 0","Unemployed","7.901",""
"Benin","1990","Total men and women","Total coverage","Official estimates","# 0","Unemployed","3.272",""
"Benin","1988","Total men and women","Total coverage","Official estimates","# 0","Unemployed","2.454",""
"Benin","1987","Total men and women","Total coverage","Official estimates","# 0","Unemployed","2.731",""
"Benin","1986","Total men and women","Total coverage","Official estimates","# 0","Unemployed","2.228",""
"Benin","1985","Total men and women","Total coverage","Official estimates","# 0","Unemployed","1.541",""
"Bermuda","2000","Total men and women","Total coverage","Population census","# 0","Unemployed","1.001","1,11"
"Bermuda","2000","Total men and women","Total coverage","Population census","# 0","Previously employed","0.917","1,11"
"Bermuda","2000","Total men and women","Total coverage","Population census","# 0","First job seekers","0.084","1,11"
"Bermuda","1991","Total men and women","Total coverage","Population census","# 0","Unemployed","2.102","1,7,11"
"Bermuda","1991","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","0.157",""
"Bermuda","1990","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","0.1",""
"Bermuda","1989","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","0.028",""
"Bermuda","1988","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","0.053",""
"Bermuda","1987","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","0.068",""
"Bermuda","1986","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","0.038",""
"Bermuda","1985","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","0.041",""
"Bermuda","1984","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","0.036",""
"Bermuda","1983","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","0.036",""
"Bermuda","1982","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","0.041",""
"Bermuda","1981","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","0.045",""
"Bermuda","1980","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","0.063",""
"Bermuda","1979","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","0.065",""
"Bermuda","1978","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","0.076",""
"Bermuda","1977","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","0.054",""
"Bermuda","1976","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","0.05",""
"Bermuda","1975","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","0.056",""
"Bermuda","1974","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","0.048",""
"Bermuda","1973","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","0.06",""
"Bermuda","1972","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","0.038",""
"Bermuda","1971","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","0.024",""
"Bermuda","1970","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","0.027",""
"Bhutan","2005","Total men and women","Total coverage","Population census","# 0","Unemployed","7.865","1,11"
"Bolivia","2007","Total men and women","Total coverage","Labour force survey","# 1","Unemployed","255.008","12,50"
"Bolivia","2006","Total men and women","Total coverage","Labour force survey","# 1","Unemployed","243.532","12,50"
"Bolivia","2006","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","219.044","12,51"
"Bolivia","2005","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","215.972","12,51"
"Bolivia","2005","Total men and women","Total coverage","Labour force survey","# 1","Unemployed","245.202","12,50"
"Bolivia","2004","Total men and women","Total coverage","Labour force survey","# 1","Unemployed","182.388","12,50"
"Bolivia","2004","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","155.042","12,51"
"Bolivia","2002","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","201.624","12,51"
"Bolivia","2002","Total men and women","Total coverage","Labour force survey","# 1","Unemployed","221.598","12,50"
"Bolivia","2001","Total men and women","Total coverage","Labour force survey","# 1","Unemployed","214.9","12,50"
"Bolivia","2001","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","200.254","12,51"
"Bolivia","2000","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","168.617","12,51"
"Bolivia","2000","Total men and women","Total coverage","Labour force survey","# 1","Unemployed","183.16","12,50"
"Bolivia","2000","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","39.15","12,51"
"Bolivia","2000","Total men and women","Total coverage","Labour force survey","# 0","Previously employed","128.37","12,51"
"Bolivia","1999","Total men and women","Total coverage","Labour force survey","# 0","Previously employed","102.58","12,51"
"Bolivia","1999","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","54.08","12,51"
"Bolivia","1999","Total men and women","Total coverage","Labour force survey","# 1","Unemployed","164.468","12,50"
"Bolivia","1999","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","156.66","12,51"
"Bolivia","1997","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","71.2","12,51"
"Bolivia","1997","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","20.27","12,51"
"Bolivia","1997","Total men and women","Total coverage","Labour force survey","# 0","Previously employed","50.93","12,51"
"Bolivia","1996","Total men and women","Total coverage","Labour force survey","# 0","Previously employed","57.09","12,51,52"
"Bolivia","1996","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","16.47","12,51,52"
"Bolivia","1996","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","73.55","12,51,52"
"Bolivia","1995","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","47.472","12,51"
"Bolivia","1995","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","14.11","12,51"
"Bolivia","1995","Total men and women","Total coverage","Labour force survey","# 0","Previously employed","33.37","12,51"
"Bolivia","1994","Total men and women","Total coverage","Labour force survey","# 0","Previously employed","28.99","12,51"
"Bolivia","1994","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","9.79","12,51"
"Bolivia","1994","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","38.78","12,51"
"Bolivia","1993","Total men and women","Total coverage","Labour force survey","# 0","Previously employed","45.76","12,51"
"Bolivia","1993","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","69.574","12,51"
"Bolivia","1993","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","23.82","12,51"
"Bolivia","1992","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","17.03","12,51"
"Bolivia","1992","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","59.32","12,51"
"Bolivia","1992","Total men and women","Total coverage","Population census","# 0","Unemployed","62.474","53,54"
"Bolivia","1992","Total men and women","Total coverage","Population census","# 0","Previously employed","32.118","53,54"
"Bolivia","1992","Total men and women","Total coverage","Population census","# 0","First job seekers","30.356","53,54"
"Bolivia","1992","Total men and women","Total coverage","Labour force survey","# 0","Previously employed","42.29","12,51"
"Bolivia","1991","Total men and women","Total coverage","Labour force survey","# 0","Previously employed","37.81","12,51"
"Bolivia","1991","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","62.06","12,51"
"Bolivia","1991","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","24.25","12,51"
"Bolivia","1990","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","30.09","12,51"
"Bolivia","1990","Total men and women","Total coverage","Official estimates","# 0","Unemployed","433.411","12"
"Bolivia","1990","Total men and women","Total coverage","Official estimates","# 0","Previously employed","116.068",""
"Bolivia","1990","Total men and women","Total coverage","Official estimates","# 0","First job seekers","91.034",""
"Bolivia","1990","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","71.77","12,51"
"Bolivia","1990","Total men and women","Total coverage","Labour force survey","# 0","Previously employed","41.68","12,51"
"Bolivia","1989","Total men and women","Total coverage","Labour force survey","# 0","Previously employed","61.93","12,51"
"Bolivia","1989","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","95.35","12,51"
"Bolivia","1989","Total men and women","Total coverage","Official estimates","# 0","First job seekers","68.697",""
"Bolivia","1989","Total men and women","Total coverage","Official estimates","# 0","Previously employed","86.425",""
"Bolivia","1989","Total men and women","Total coverage","Official estimates","# 0","Unemployed","443.205","12"
"Bolivia","1989","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","33.42","12,51"
"Bolivia","1988","Total men and women","Total coverage","Official estimates","# 0","Unemployed","388.399","12"
"Bolivia","1988","Total men and women","Total coverage","Official estimates","# 0","Previously employed","84.153",""
"Bolivia","1988","Total men and women","Total coverage","Official estimates","# 0","First job seekers","66.891",""
"Bolivia","1987","Total men and women","Total coverage","Official estimates","# 0","Previously employed","88.344",""
"Bolivia","1987","Total men and women","Total coverage","Official estimates","# 0","First job seekers","56.72",""
"Bolivia","1987","Total men and women","Total coverage","Official estimates","# 0","Unemployed","430.716","12"
"Bolivia","1987","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","77.097","12,51"
"Bolivia","1986","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","46.169","12,51"
"Bolivia","1986","Total men and women","Total coverage","Official estimates","# 0","Unemployed","415.356","12"
"Bolivia","1986","Total men and women","Total coverage","Official estimates","# 0","First job seekers","53.191",""
"Bolivia","1986","Total men and women","Total coverage","Official estimates","# 0","Previously employed","83.879",""
"Bolivia","1985","Total men and women","Total coverage","Official estimates","# 0","Previously employed","79.682",""
"Bolivia","1985","Total men and women","Total coverage","Official estimates","# 0","First job seekers","49.802",""
"Bolivia","1985","Total men and women","Total coverage","Official estimates","# 0","Unemployed","370.9","12"
"Bolivia","1985","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","58.164","12,51"
"Bolivia","1984","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","85.329","12,51"
"Bolivia","1984","Total men and women","Total coverage","Official estimates","# 0","Unemployed","292.962","12"
"Bolivia","1984","Total men and women","Total coverage","Official estimates","# 0","First job seekers","44.462",""
"Bolivia","1984","Total men and women","Total coverage","Official estimates","# 0","Previously employed","73.46",""
"Bolivia","1983","Total men and women","Total coverage","Official estimates","# 0","Previously employed","69.797",""
"Bolivia","1983","Total men and women","Total coverage","Official estimates","# 0","First job seekers","41.501",""
"Bolivia","1983","Total men and women","Total coverage","Official estimates","# 0","Unemployed","277.616","12"
"Bolivia","1983","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","76.142","12,51"
"Bolivia","1982","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","47.638","12,51"
"Bolivia","1982","Total men and women","Total coverage","Official estimates","# 0","Unemployed","208.75","12"
"Bolivia","1982","Total men and women","Total coverage","Official estimates","# 0","Previously employed","64.494",""
"Bolivia","1982","Total men and women","Total coverage","Official estimates","# 0","First job seekers","36.854",""
"Bolivia","1981","Total men and women","Total coverage","Official estimates","# 0","First job seekers","30.518",""
"Bolivia","1981","Total men and women","Total coverage","Official estimates","# 0","Previously employed","59.242",""
"Bolivia","1981","Total men and women","Total coverage","Official estimates","# 0","Unemployed","180.455","12"
"Bolivia","1981","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","40.83","12,51"
"Bolivia","1980","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","48.326","12,51"
"Bolivia","1980","Total men and women","Total coverage","Official estimates","# 0","Unemployed","105.876","12"
"Bolivia","1980","Total men and women","Total coverage","Official estimates","# 0","Previously employed","43.787",""
"Bolivia","1980","Total men and women","Total coverage","Official estimates","# 0","First job seekers","26.273",""
"Bolivia","1979","Total men and women","Total coverage","Official estimates","# 0","Unemployed","99.5","12"
"Bolivia","1978","Total men and women","Total coverage","Official estimates","# 0","Unemployed","94.8","12"
"Bolivia","1977","Total men and women","Total coverage","Official estimates","# 0","Unemployed","88.9","12"
"Bolivia","1976","Total men and women","Total coverage","Official estimates","# 0","Unemployed","86.6","12"
"Bolivia","1975","Total men and women","Total coverage","Official estimates","# 0","Unemployed","76.6","12"
"Bolivia","1974","Total men and women","Total coverage","Official estimates","# 0","Unemployed","89.1","12"
"Bolivia","1973","Total men and women","Total coverage","Official estimates","# 0","Unemployed","100.9","12"
"Bolivia","1972","Total men and women","Total coverage","Official estimates","# 0","Unemployed","112.1","12"
"Bolivia","1971","Total men and women","Total coverage","Official estimates","# 0","Unemployed","122.7","12"
"Bosnia and Herzegovina","2008","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","272","1"
"Bosnia and Herzegovina","2007","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","347","1"
"Bosnia and Herzegovina","2006","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","366","1"
"Bosnia and Herzegovina","1991","Total men and women","Total coverage","Population census","# 0","Unemployed","296.311","55"
"Botswana","2006","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","114.442","56"
"Botswana","2003","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","144.46","56"
"Botswana","2001","Total men and women","Total coverage","Population census","# 0","Unemployed","109.518","56,57"
"Botswana","2000","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","90.728","56"
"Botswana","1998","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","115.703","56"
"Botswana","1996","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","94.528","56"
"Botswana","1996","Total men and women","Total coverage","Labour force survey","# 0","Previously employed","73.691","56"
"Botswana","1996","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","20.837","56"
"Botswana","1994","Total men and women","Work applicants","Employment office records","# 0","Unemployed","107.723","56"
"Botswana","1991","Total men and women","Total coverage","Population census","# 0","Unemployed","61.265","56,57"
"Botswana","1985","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","93.096","56"
"Botswana","1985","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","22.228","56"
"Botswana","1985","Total men and women","Total coverage","Labour force survey","# 0","Previously employed","70.868","56"
"Botswana","1984","Total men and women","Work applicants","Employment office records","# 0","Unemployed","93.096","56"
"Brazil","2007","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","8059.55","4,12"
"Brazil","2007","Total men and women","Total coverage","Labour force survey","# 0","Previously employed","5684.188","4,12"
"Brazil","2007","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","2375.362","4,12"
"Brazil","2006","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","2326","4,12"
"Brazil","2006","Total men and women","Total coverage","Labour force survey","# 0","Previously employed","5884","4,12"
"Brazil","2006","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","8210","4,12"
"Brazil","2005","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","8953","4,12"
"Brazil","2005","Total men and women","Total coverage","Labour force survey","# 0","Previously employed","6284","4,12"
"Brazil","2005","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","2669","4,12"
"Brazil","2004","Total men and women","Total coverage","Labour force survey","# 0","Previously employed","5715","4,12"
"Brazil","2004","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","2548","4,12"
"Brazil","2004","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","8263.8","4,12"
"Brazil","2003","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","8639.964","4,12,58"
"Brazil","2003","Total men and women","Total coverage","Labour force survey","# 0","Previously employed","6223.719","4,12,58"
"Brazil","2003","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","2416.245","4,12,58"
"Brazil","2002","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","2201.467","4,12"
"Brazil","2002","Total men and women","Total coverage","Labour force survey","# 0","Previously employed","5757.015","4,12"
"Brazil","2002","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","7958.482","4,12"
"Brazil","2001","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","7853.433","4,12"
"Brazil","2001","Total men and women","Total coverage","Labour force survey","# 0","Previously employed","5616.917","4,12"
"Brazil","2001","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","2236.516","4,12"
"Brazil","2000","Total men and women","Total coverage","Population census","# 0","Unemployed","11837.581","57"
"Brazil","1999","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","7639.1","4,12"
"Brazil","1998","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","6922.6","4,12"
"Brazil","1997","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","5881.8","4,12"
"Brazil","1996","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","5076.2","4,12"
"Brazil","1995","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","4509.8","4,12"
"Brazil","1993","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","4395.6","4,12"
"Brazil","1992","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","4573.3","4,12,29"
"Brazil","1990","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","2367.482","4,12"
"Brazil","1990","Total men and women","Total coverage","Population census","# 0","Previously employed","2077.363","59"
"Brazil","1990","Total men and women","Total coverage","Population census","# 0","First job seekers","290.119","59"
