"Country or Area","Year","Value","Value Footnotes"
"Europe & Central Asia (excluding high income)","2015","6581000000",""
"Europe & Central Asia (excluding high income)","2014","6132000000",""
"Europe & Central Asia (excluding high income)","2013","9027000000",""
"Europe & Central Asia (excluding high income)","2012","10110000000",""
"Europe & Central Asia (excluding high income)","2011","9559000000",""
"Europe & Central Asia (excluding high income)","2010","7064000000",""
"Europe & Central Asia (excluding high income)","2009","5735000000",""
"Europe & Central Asia (excluding high income)","2008","7047000000",""
"Europe & Central Asia (excluding high income)","2007","6423000000",""
"Europe & Central Asia (excluding high income)","2006","5928000000",""
"Europe & Central Asia (excluding high income)","2005","5701000000",""
"Europe & Central Asia (excluding high income)","2004","6693000000",""
"Europe & Central Asia (excluding high income)","2003","5999000000",""
"Europe & Central Asia (excluding high income)","2002","6298000000",""
"Europe & Central Asia (excluding high income)","2001","5970000000",""
"Europe & Central Asia (excluding high income)","2000","5184000000",""
"Europe & Central Asia (excluding high income)","1999","5906000000",""
"Europe & Central Asia (excluding high income)","1998","2861000000",""
"Europe & Central Asia (excluding high income)","1997","4488000000",""
"Europe & Central Asia (excluding high income)","1996","4017000000",""
"Europe & Central Asia (excluding high income)","1995","4146000000",""
"Europe & Central Asia (excluding high income)","1994","1834000000",""
"Europe & Central Asia (excluding high income)","1983","105000000",""
"Europe & Central Asia (excluding high income)","1979","44000000",""
"Europe & Central Asia (excluding high income)","1978","27000000",""
"Europe & Central Asia (excluding high income)","1974","1000000",""
"Europe & Central Asia (excluding high income)","1973","9000000",""
"Europe & Central Asia (excluding high income)","1972","9000000",""
"Europe & Central Asia (excluding high income)","1971","6000000",""
"Europe & Central Asia (IDA & IBRD)","2017","6675000000",""
"Europe & Central Asia (IDA & IBRD)","2016","8103000000",""
"Europe & Central Asia (IDA & IBRD)","2015","6592000000",""
"Europe & Central Asia (IDA & IBRD)","2014","6156000000",""
"Europe & Central Asia (IDA & IBRD)","2013","9169000000",""
"Europe & Central Asia (IDA & IBRD)","2012","10134000000",""
"Europe & Central Asia (IDA & IBRD)","2011","9567000000",""
"Europe & Central Asia (IDA & IBRD)","2010","7092000000",""
"Europe & Central Asia (IDA & IBRD)","2009","5810000000",""
"Europe & Central Asia (IDA & IBRD)","2008","7120000000",""
"Europe & Central Asia (IDA & IBRD)","2007","6586000000",""
"Europe & Central Asia (IDA & IBRD)","2006","6210000000",""
"Europe & Central Asia (IDA & IBRD)","2005","5719000000",""
"Europe & Central Asia (IDA & IBRD)","2004","6740000000",""
"Europe & Central Asia (IDA & IBRD)","2003","6080000000",""
"Europe & Central Asia (IDA & IBRD)","2002","6354000000",""
"Europe & Central Asia (IDA & IBRD)","2001","6051000000",""
"Europe & Central Asia (IDA & IBRD)","2000","5234000000",""
"Europe & Central Asia (IDA & IBRD)","1999","5970000000",""
"Europe & Central Asia (IDA & IBRD)","1998","2862000000",""
"Europe & Central Asia (IDA & IBRD)","1997","4509000000",""
"Europe & Central Asia (IDA & IBRD)","1996","4063000000",""
"Europe & Central Asia (IDA & IBRD)","1995","4322000000",""
"Europe & Central Asia (IDA & IBRD)","1994","1965000000",""
"Europe & Central Asia (IDA & IBRD)","1986","399000000",""
"Europe & Central Asia (IDA & IBRD)","1983","220000000",""
"Europe & Central Asia (IDA & IBRD)","1981","387000000",""
"Europe & Central Asia (IDA & IBRD)","1980","278000000",""
"Europe & Central Asia (IDA & IBRD)","1979","273000000",""
"Europe & Central Asia (IDA & IBRD)","1978","344000000",""
"Europe & Central Asia (IDA & IBRD)","1974","233000000",""
"Europe & Central Asia (IDA & IBRD)","1973","167000000",""
"Europe & Central Asia (IDA & IBRD)","1972","281000000",""
"Europe & Central Asia (IDA & IBRD)","1971","280000000",""
"Europe & Central Asia (IDA & IBRD)","1970","268000000",""
"Europe & Central Asia (IDA & IBRD)","1969","323000000",""
"Europe & Central Asia (IDA & IBRD)","1968","288000000",""
"Europe & Central Asia (IDA & IBRD)","1967","309000000",""
"Europe & Central Asia (IDA & IBRD)","1966","319000000",""
"Europe & Central Asia (IDA & IBRD)","1965","234000000",""
"Europe & Central Asia (IDA & IBRD)","1964","237000000",""
"Europe & Central Asia (IDA & IBRD)","1963","111000000",""
"Europe & Central Asia (IDA & IBRD)","1962","12000000",""
"Europe & Central Asia (IDA & IBRD)","1961","5000000",""
"Europe & Central Asia (IDA & IBRD)","1960","5000000",""
"European Union","2017","8081000000",""
"European Union","2016","8595000000",""
"European Union","2015","7821000000",""
"European Union","2014","8052000000",""
"European Union","2013","6706000000",""
"European Union","2012","5776000000",""
"European Union","2011","7990000000",""
"European Union","2010","6789000000",""
"European Union","2009","8403000000",""
"European Union","2008","7846000000",""
"European Union","2007","10089000000",""
"European Union","2006","9051000000",""
"European Union","2005","7448000000",""
"European Union","2004","5698000000",""
"European Union","2003","5433000000",""
"European Union","2002","4735000000",""
"European Union","2001","5416000000",""
"European Union","2000","5502000000",""
"European Union","1999","6902000000",""
"European Union","1998","8109000000",""
"European Union","1997","8629000000",""
"European Union","1996","7153000000",""
"European Union","1995","5600000000",""
"European Union","1994","7320000000",""
"European Union","1993","5508000000",""
"European Union","1992","4761000000",""
"European Union","1991","6331000000",""
"European Union","1990","6577000000",""
"European Union","1989","8587000000",""
"European Union","1988","8027000000",""
"European Union","1987","8241000000",""
"European Union","1986","7909000000",""
"European Union","1985","9392000000",""
"European Union","1984","10938000000",""
"European Union","1983","10902000000",""
"European Union","1982","11184000000",""
"European Union","1981","11372000000",""
"European Union","1980","9381000000",""
"European Union","1979","8262000000",""
"European Union","1978","8658000000",""
"European Union","1977","8053000000",""
"European Union","1976","7484000000",""
"European Union","1975","7442000000",""
"European Union","1974","6614000000",""
"European Union","1973","6640000000",""
"European Union","1972","7244000000",""
"European Union","1971","7375000000",""
"European Union","1970","4901000000",""
"European Union","1969","4832000000",""
"European Union","1968","4670000000",""
"European Union","1967","5080000000",""
"European Union","1966","4534000000",""
"European Union","1965","3702000000",""
"European Union","1964","4072000000",""
"European Union","1963","3112000000",""
"European Union","1962","2660000000",""
"European Union","1961","2534000000",""
"European Union","1960","3479000000",""
"Fiji","1984","10000000",""
"Finland","2017","58000000",""
"Finland","2016","66000000",""
"Finland","2015","23000000",""
"Finland","2014","91000000",""
"Finland","2013","75000000",""
"Finland","2012","102000000",""
"Finland","2011","40000000",""
"Finland","2010","60000000",""
"Finland","2009","51000000",""
"Finland","2008","79000000",""
"Finland","2007","77000000",""
"Finland","2006","137000000",""
"Finland","2005","51000000",""
"Finland","2004","34000000",""
"Finland","2003","40000000",""
"Finland","2002","34000000",""
"Finland","2001","33000000",""
"Finland","2000","12000000",""
"Finland","1999","28000000",""
"Finland","1998","34000000",""
"Finland","1997","10000000",""
"Finland","1996","9000000",""
"Finland","1995","26000000",""
"Finland","1994","26000000",""
"Finland","1993","17000000",""
"Finland","1992","11000000",""
"Finland","1991","22000000",""
"Finland","1988","1000000",""
"Finland","1982","20000000",""
"Finland","1979","63000000",""
"Finland","1978","63000000",""
"Finland","1975","63000000",""
"Finland","1974","63000000",""
"Finland","1972","30000000",""
"Finland","1971","39000000",""
"Finland","1970","2000000",""
"Finland","1969","33000000",""
"Finland","1968","33000000",""
"Finland","1967","33000000",""
"Finland","1966","86000000",""
"Finland","1965","1000000",""
"Finland","1962","1000000",""
"Finland","1961","1000000",""
"Finland","1960","60000000",""
"Fragile and conflict affected situations","1984","55000000",""
"Fragile and conflict affected situations","1983","60000000",""
"Fragile and conflict affected situations","1982","346000000",""
"Fragile and conflict affected situations","1980","123000000",""
"Fragile and conflict affected situations","1972","0",""
"Fragile and conflict affected situations","1971","1000000",""
"Fragile and conflict affected situations","1970","14000000",""
"Fragile and conflict affected situations","1967","2000000",""
"Fragile and conflict affected situations","1964","3000000",""
"Fragile and conflict affected situations","1960","3000000",""
"France","2017","2162000000",""
"France","2016","2278000000",""
"France","2015","2077000000",""
"France","2014","1697000000",""
"France","2013","1492000000",""
"France","2012","1035000000",""
"France","2011","1758000000",""
"France","2010","897000000",""
"France","2009","1929000000",""
"France","2008","2007000000",""
"France","2007","2410000000",""
"France","2006","1706000000",""
"France","2005","1842000000",""
"France","2004","2324000000",""
"France","2003","1441000000",""
"France","2002","1474000000",""
"France","2001","1457000000",""
"France","2000","1113000000",""
"France","1999","1854000000",""
"France","1998","3145000000",""
"France","1997","3230000000",""
"France","1996","1892000000",""
"France","1995","971000000",""
"France","1994","851000000",""
"France","1993","929000000",""
"France","1992","1185000000",""
"France","1991","1111000000",""
"France","1990","1712000000",""
"France","1989","2197000000",""
"France","1988","1956000000",""
"France","1987","1799000000",""
"France","1986","3022000000",""
"France","1985","4019000000",""
"France","1984","3002000000",""
"France","1983","3455000000",""
"France","1982","3826000000",""
"France","1981","3785000000",""
"France","1980","3842000000",""
"France","1979","3010000000",""
"France","1978","3295000000",""
"France","1977","2674000000",""
"France","1976","2004000000",""
"France","1975","2184000000",""
"France","1974","2096000000",""
"France","1973","2881000000",""
"France","1972","2602000000",""
"France","1971","2298000000",""
"France","1970","1692000000",""
"France","1969","1460000000",""
"France","1968","1483000000",""
"France","1967","1533000000",""
"France","1966","1646000000",""
"France","1965","1196000000",""
"France","1964","1417000000",""
"France","1963","1232000000",""
"France","1962","974000000",""
"France","1961","940000000",""
"France","1960","909000000",""
"Gabon","1973","1000000",""
"Georgia","2017","7000000",""
"Georgia","2016","7000000",""
"Georgia","2004","16000000",""
"Georgia","2002","69000000",""
"Georgia","2000","69000000",""
"Georgia","1999","46000000",""
"Germany","2017","1653000000",""
"Germany","2016","2535000000",""
"Germany","2015","1769000000",""
"Germany","2014","1774000000",""
"Germany","2013","738000000",""
"Germany","2012","847000000",""
"Germany","2011","1351000000",""
"Germany","2010","2725000000",""
"Germany","2009","2521000000",""
"Germany","2008","2380000000",""
"Germany","2007","3310000000",""
"Germany","2006","2764000000",""
"Germany","2005","2068000000",""
"Germany","2004","1126000000",""
"Germany","2003","1660000000",""
"Germany","2002","902000000",""
"Germany","2001","895000000",""
"Germany","2000","1610000000",""
"Germany","1999","1857000000",""
"Germany","1998","1808000000",""
"Germany","1997","939000000",""
"Germany","1996","1950000000",""
"Germany","1995","1465000000",""
"Germany","1994","2800000000",""
"Germany","1993","1500000000",""
"Germany","1992","1437000000",""
"Germany","1991","2482000000",""
"Germany","1990","1816000000",""
"Germany","1989","1202000000",""
"Germany","1988","1388000000",""
"Germany","1987","969000000",""
"Germany","1986","1415000000",""
"Germany","1985","1283000000",""
"Germany","1984","2858000000",""
"Germany","1983","2297000000",""
"Germany","1982","1584000000",""
"Germany","1981","1940000000",""
"Germany","1980","1596000000",""
"Germany","1979","1431000000",""
"Germany","1978","1631000000",""
"Germany","1977","1862000000",""
"Germany","1976","1662000000",""
"Germany","1975","1446000000",""
"Germany","1974","1208000000",""
"Germany","1973","226000000",""
"Germany","1972","1377000000",""
"Germany","1971","1364000000",""
"Germany","1970","1434000000",""
"Germany","1969","740000000",""
"Germany","1968","574000000",""
"Germany","1967","771000000",""
"Germany","1966","713000000",""
"Germany","1965","332000000",""
"Germany","1964","438000000",""
"Germany","1963","133000000",""
"Germany","1962","146000000",""
"Germany","1961","12000000",""
"Germany","1960","156000000",""
"Ghana","2005","19000000",""
"Ghana","1979","6000000",""
"Greece","2017","30000000",""
"Greece","2006","23000000",""
"Greece","2005","13000000",""
"Greece","2004","22000000",""
"Greece","2003","6000000",""
"Greece","2001","2000000",""
"Greece","2000","2000000",""
"Greece","1999","3000000",""
"Greece","1998","9000000",""
"Greece","1997","31000000",""
"Greece","1996","19000000",""
"Greece","1994","18000000",""
"Greece","1993","10000000",""
"Greece","1992","15000000",""
"Greece","1965","1000000",""
"Greece","1964","7000000",""
"Guyana","1976","2000000",""
"Heavily indebted poor countries (HIPC)","1971","1000000",""
"Heavily indebted poor countries (HIPC)","1968","0",""
"Heavily indebted poor countries (HIPC)","1967","1000000",""
"High income","2017","22916000000",""
"High income","2016","21614000000",""
"High income","2015","19912000000",""
"High income","2014","19155000000",""
"High income","2013","15709000000",""
"High income","2012","16394000000",""
"High income","2011","18991000000",""
"High income","2010","16522000000",""
"High income","2009","16988000000",""
"High income","2008","16068000000",""
"High income","2007","19497000000",""
"High income","2006","17714000000",""
"High income","2005","15308000000",""
"High income","2004","13880000000",""
"High income","2003","12147000000",""
"High income","2002","10727000000",""
"High income","2001","12231000000",""
"High income","2000","13787000000",""
"High income","1999","18856000000",""
"High income","1998","24435000000",""
"High income","1997","23799000000",""
"High income","1996","18940000000",""
"High income","1995","17650000000",""
"High income","1994","19661000000",""
"High income","1993","20399000000",""
"High income","1992","19935000000",""
"High income","1991","19985000000",""
"High income","1990","18289000000",""
"High income","1989","20764000000",""
"High income","1988","20538000000",""
"High income","1987","21413000000",""
"High income","1986","20669000000",""
"High income","1985","20862000000",""
"High income","1984","23829000000",""
"High income","1983","25743000000",""
"High income","1982","26240000000",""
"High income","1981","26389000000",""
"High income","1980","21526000000",""
"High income","1979","19152000000",""
"High income","1978","23450000000",""
"High income","1977","23203000000",""
"High income","1976","24215000000",""
"High income","1975","24419000000",""
"High income","1974","19283000000",""
"High income","1973","18974000000",""
"High income","1972","18767000000",""
"High income","1971","19509000000",""
"High income","1970","14152000000",""
"High income","1969","17001000000",""
"High income","1968","13505000000",""
"High income","1967","12822000000",""
"High income","1966","13505000000",""
"High income","1965","15527000000",""
"High income","1964","17028000000",""
"High income","1963","12669000000",""
"High income","1962","9475000000",""
"High income","1961","9746000000",""
"High income","1960","10071000000",""
"Hungary","2013","41000000",""
"Hungary","2007","9000000",""
"Hungary","2005","82000000",""
"Hungary","2002","34000000",""
"Hungary","1997","24000000",""
"Hungary","1995","6000000",""
"Hungary","1993","21000000",""
"Hungary","1983","4000000",""
"Hungary","1982","4000000",""
"Hungary","1981","30000000",""
"Hungary","1980","4000000",""
"Hungary","1975","8000000",""
"Hungary","1974","8000000",""
"Hungary","1973","44000000",""
"Hungary","1972","8000000",""
"Hungary","1969","28000000",""
"Hungary","1968","37000000",""
"Hungary","1967","18000000",""
"Hungary","1966","18000000",""
"IBRD only","2017","8181000000",""
"IBRD only","2016","10558000000",""
"IBRD only","2014","7644000000",""
"IBRD only","2011","10800000000",""
"IBRD only","2009","7039000000",""
"IBRD only","2008","8150000000",""
"IBRD only","2006","7337000000",""
"IBRD only","2004","7366000000",""
"IBRD only","1995","5371000000",""
"IBRD only","1969","1035000000",""
"IBRD only","1967","755000000",""
"IBRD only","1961","85000000",""
"IBRD only","1960","328000000",""
"Iceland","1993","5000000",""
"Iceland","1980","0","2"
"IDA & IBRD total","2017","8189000000",""
"IDA & IBRD total","2016","10632000000",""
"IDA & IBRD total","2006","7365000000",""
"IDA & IBRD total","1969","1035000000",""
"IDA & IBRD total","1967","762000000",""
"IDA & IBRD total","1961","85000000",""
"IDA & IBRD total","1960","328000000",""
"IDA blend","1971","3000000",""
"IDA blend","1967","6000000",""
"IDA blend","1964","3000000",""
"IDA only","1970","14000000",""
"IDA only","1968","0",""
"IDA only","1967","1000000",""
"IDA total","1970","14000000",""
"IDA total","1968","0",""
"IDA total","1967","7000000",""
"IDA total","1964","3000000",""
"India","2017","56000000",""
"India","2016","42000000",""
"India","2015","42000000",""
"India","2014","36000000",""
"India","2013","14000000",""
"India","2011","3000000",""
"India","2010","5000000",""
"India","2009","27000000",""
"India","2008","15000000",""
"India","2007","23000000",""
"India","2006","33000000",""
"India","2005","19000000",""
"India","2004","27000000",""
"India","2003","4000000",""
"India","2002","0","2"
"India","2001","2000000",""
"India","2000","21000000",""
"India","1999","0","2"
"India","1998","0","2"
"India","1997","0","2"
"India","1996","0","2"
"India","1995","2000000",""
"India","1994","2000000",""
"India","1993","9000000",""
"India","1992","1000000",""
"India","1991","0","2"
"India","1990","3000000",""
"India","1989","0","2"
"India","1988","1000000",""
"India","1987","0","2"
"India","1982","2000000",""
"India","1979","22000000",""
"India","1978","27000000",""
"India","1975","31000000",""
"India","1974","24000000",""
"India","1973","21000000",""
"India","1972","2000000",""
"India","1971","6000000",""
"India","1968","1000000",""
"Indonesia","2017","102000000",""
"Indonesia","2016","94000000",""
"Indonesia","2011","8000000",""
"Indonesia","2008","1000000",""
"Indonesia","2006","8000000",""
"Indonesia","2005","8000000",""
"Indonesia","2004","25000000",""
"Indonesia","2002","49000000",""
"Indonesia","2001","16000000",""
"Indonesia","1999","49000000",""
"Indonesia","1997","8000000",""
"Indonesia","1995","25000000",""
"Indonesia","1994","16000000",""
"Indonesia","1993","16000000",""
"Indonesia","1986","4000000",""
"Indonesia","1985","8000000",""
"Indonesia","1980","4000000",""
"Indonesia","1978","9000000",""
"Indonesia","1970","12000000",""
"Indonesia","1963","7000000",""
"Iran","2017","10000000",""
"Iran","2016","5000000",""
"Iran","2015","15000000",""
"Iran","2014","47000000",""
"Iran","2013","12000000",""
"Iran","2012","21000000",""
"Iran","2011","86000000",""
"Iran","2010","45000000",""
"Iran","2009","45000000",""
"Iran","2008","43000000",""
"Iran","2006","75000000",""
"Iran","2005","2000000",""
"Iran","2004","1000000",""
"Iran","2003","9000000",""
"Iran","2002","3000000",""
"Iran","2001","0","2"
"Iran","2000","0","2"
"Iran","1999","0","2"
"Iran","1998","0","2"
"Iran","1997","0","2"
"Iran","1996","2000000",""
"Iran","1995","1000000",""
"Iran","1994","0","2"
"Iran","1993","1000000",""
"Iran","1992","1000000",""
"Iran","1991","1000000",""
"Iran","1990","0","2"
"Iran","1989","1000000",""
"Iran","1988","1000000",""
"Iran","1987","1000000",""
"Iran","1986","1000000",""
"Iran","1985","1000000",""
"Iran","1984","1000000",""
"Iran","1983","0","2"
"Iran","1982","0","2"
"Iran","1981","0","2"
"Iran","1980","0","2"
"Iran","1975","81000000",""
"Iran","1974","129000000",""
"Iran","1973","6000000",""
"Iran","1972","106000000",""
"Iran","1971","6000000",""
"Iran","1970","23000000",""
"Iran","1967","28000000",""
"Iran","1962","3000000",""
"Iraq","1989","20000000",""
"Iraq","1988","168000000",""
"Iraq","1980","28000000",""
"Iraq","1960","3000000",""
"Ireland","2014","13000000",""
"Ireland","2013","26000000",""
"Ireland","2012","25000000",""
"Ireland","2011","1000000",""
"Ireland","2010","25000000",""
"Ireland","2009","26000000",""
"Ireland","2008","26000000",""
"Ireland","2007","29000000",""
"Ireland","2006","30000000",""
"Ireland","2005","15000000",""
"Ireland","1981","2000000",""
"Ireland","1980","9000000",""
"Ireland","1979","9000000",""
"Ireland","1978","2000000",""
"Israel","2017","1263000000",""
"Israel","2016","1433000000",""
"Israel","2015","727000000",""
"Israel","2014","399000000",""
"Israel","2013","426000000",""
"Israel","2012","461000000",""
"Israel","2011","541000000",""
"Israel","2010","655000000",""
"Israel","2009","737000000",""
"Israel","2008","349000000",""
"Israel","2007","544000000",""
"Israel","2006","406000000",""
"Israel","2005","510000000",""
"Israel","2004","609000000",""
"Israel","2003","409000000",""
"Israel","2002","574000000",""
"Israel","2001","469000000",""
"Israel","2000","404000000",""
"Israel","1999","190000000",""
"Israel","1998","229000000",""
"Israel","1997","247000000",""
"Israel","1996","286000000",""
"Israel","1995","166000000",""
"Israel","1994","296000000",""
"Israel","1993","383000000",""
"Israel","1992","324000000",""
"Israel","1991","152000000",""
"Israel","1990","85000000",""
"Israel","1989","212000000",""
"Israel","1988","75000000",""
"Israel","1987","137000000",""
"Israel","1986","354000000",""
"Israel","1985","209000000",""
"Israel","1984","281000000",""
"Israel","1983","418000000",""
"Israel","1982","257000000",""
"Israel","1981","221000000",""
"Israel","1980","279000000",""
"Israel","1979","192000000",""
"Israel","1978","212000000",""
"Israel","1977","202000000",""
"Israel","1976","62000000",""
"Israel","1975","118000000",""
"Israel","1974","51000000",""
"Israel","1973","16000000",""
"Israel","1972","31000000",""
"Israel","1971","21000000",""
"Israel","1970","13000000",""
"Israel","1969","24000000",""
"Israel","1968","23000000",""
"Israel","1967","13000000",""
"Israel","1966","14000000",""
"Israel","1965","10000000",""
"Israel","1964","5000000",""
"Italy","2017","660000000",""
"Italy","2016","670000000",""
"Italy","2015","711000000",""
"Italy","2014","683000000",""
"Italy","2013","867000000",""
"Italy","2012","747000000",""
"Italy","2011","944000000",""
"Italy","2010","537000000",""
"Italy","2009","512000000",""
"Italy","2008","422000000",""
"Italy","2007","749000000",""
"Italy","2006","553000000",""
"Italy","2005","832000000",""
"Italy","2004","263000000",""
"Italy","2003","365000000",""
"Italy","2002","478000000",""
"Italy","2001","256000000",""
"Italy","2000","208000000",""
"Italy","1999","504000000",""
"Italy","1998","426000000",""
"Italy","1997","454000000",""
"Italy","1996","291000000",""
"Italy","1995","297000000",""
"Italy","1994","208000000",""
"Italy","1993","341000000",""
"Italy","1992","248000000",""
"Italy","1991","349000000",""
"Italy","1990","206000000",""
"Italy","1989","335000000",""
"Italy","1988","386000000",""
"Italy","1987","617000000",""
"Italy","1986","228000000",""
"Italy","1985","920000000",""
"Italy","1984","1278000000",""
"Italy","1983","1212000000",""
"Italy","1982","1699000000",""
"Italy","1981","1715000000",""
"Italy","1980","1168000000",""
"Italy","1979","1303000000",""
"Italy","1978","691000000",""
"Italy","1977","505000000",""
"Italy","1976","529000000",""
"Italy","1975","526000000",""
"Italy","1974","417000000",""
"Italy","1973","341000000",""
"Italy","1972","296000000",""
"Italy","1971","395000000",""
"Italy","1970","280000000",""
"Italy","1969","325000000",""
"Italy","1968","192000000",""
"Italy","1967","149000000",""
"Italy","1966","243000000",""
"Italy","1965","295000000",""
"Italy","1964","385000000",""
"Italy","1963","240000000",""
"Italy","1962","261000000",""
"Italy","1961","244000000",""
"Italy","1960","104000000",""
"Japan","2017","2000000",""
"Japan","2007","40000000",""
"Japan","1997","32000000",""
"Japan","1996","188000000",""
"Japan","1995","158000000",""
"Japan","1994","162000000",""
"Japan","1993","153000000",""
"Japan","1992","126000000",""
"Japan","1991","68000000",""
"Japan","1990","30000000",""
"Japan","1989","15000000",""
"Japan","1986","99000000",""
"Japan","1985","44000000",""
"Japan","1984","17000000",""
"Japan","1983","17000000",""
"Japan","1980","167000000",""
"Japan","1979","11000000",""
"Japan","1978","9000000",""
"Japan","1974","53000000",""
"Japan","1973","34000000",""
"Japan","1972","8000000",""
"Japan","1971","15000000",""
"Japan","1969","34000000",""
"Japan","1966","5000000",""
"Japan","1964","14000000",""
"Japan","1963","8000000",""
"Japan","1962","100000000",""
"Japan","1961","61000000",""
"Japan","1960","1000000",""
"Jordan","2017","77000000",""
"Jordan","2016","17000000",""
"Jordan","2015","8000000",""
"Jordan","2014","114000000",""
"Jordan","2013","25000000",""
"Jordan","2012","21000000",""
"Jordan","2010","117000000",""
"Jordan","2009","28000000",""
"Jordan","2008","13000000",""
"Jordan","2007","13000000",""
"Jordan","2005","20000000",""
"Jordan","2004","42000000",""
"Jordan","1997","6000000",""
"Jordan","1994","65000000",""
"Jordan","1989","64000000",""
"Jordan","1988","7000000",""
"Jordan","1986","7000000",""
"Jordan","1985","2000000",""
"Jordan","1983","76000000",""
"Jordan","1977","18000000",""
"Jordan","1975","50000000",""
"Jordan","1974","9000000",""
"Jordan","1973","22000000",""
"Jordan","1971","36000000",""
"Kazakhstan","2006","6000000",""
"Kazakhstan","2004","5000000",""
"Kazakhstan","2001","12000000",""
"Kazakhstan","2000","19000000",""
"Kazakhstan","1999","183000000",""
"Kazakhstan","1998","6000000",""
"Kazakhstan","1997","3000000",""
"Kazakhstan","1996","12000000",""
"Kazakhstan","1995","13000000",""
"Kenya","1993","2000000",""
"Kenya","1991","2000000",""
"Kenya","1981","8000000",""
"Korea","2017","587000000",""
"Korea","2016","585000000",""
"Korea","2015","101000000",""
"Korea","2014","163000000",""
"Korea","2013","347000000",""
"Korea","2012","218000000",""
"Korea","2011","331000000",""
"Korea","2010","197000000",""
"Korea","2009","224000000",""
"Korea","2008","109000000",""
"Korea","2007","279000000",""
"Korea","2006","158000000",""
"Korea","2005","108000000",""
"Korea","2004","73000000",""
"Korea","2003","96000000",""
"Korea","2001","228000000",""
"Korea","2000","10000000",""
"Korea","1998","32000000",""
"Korea","1997","21000000",""
"Korea","1996","24000000",""
"Korea","1995","27000000",""
"Korea","1994","7000000",""
"Korea","1993","60000000",""
"Korea","1991","118000000",""
"Korea","1990","72000000",""
"Korea","1989","48000000",""
"Korea","1988","51000000",""
"Korea","1986","78000000",""
"Korea","1985","33000000",""
"Korea","1984","126000000",""
"Korea","1982","65000000",""
"Korea","1981","130000000",""
"Korea","1980","105000000",""
"Korea","1979","105000000",""
"Korea","1972","141000000",""
"Kuwait","1998","95000000",""
"Kuwait","1984","4000000",""
"Kuwait","1980","24000000",""
"Kuwait","1967","3000000",""
"Kyrgyz Republic","2017","5000000",""
"Kyrgyz Republic","2016","5000000",""
"Kyrgyz Republic","2015","4000000",""
"Kyrgyz Republic","2008","14000000",""
"Kyrgyz Republic","2007","18000000",""
"Kyrgyz Republic","2006","18000000",""
"Kyrgyz Republic","2003","92000000",""
"Kyrgyz Republic","1995","57000000",""
"Late-demographic dividend","2017","7454000000",""
"Late-demographic dividend","2016","9384000000",""
"Late-demographic dividend","2014","6524000000",""
"Late-demographic dividend","2013","10172000000",""
"Late-demographic dividend","2012","9997000000",""
"Late-demographic dividend","2011","9903000000",""
"Late-demographic dividend","2010","7863000000",""
"Late-demographic dividend","2009","6330000000",""
"Late-demographic dividend","2008","7289000000",""
"Late-demographic dividend","2007","6511000000",""
"Late-demographic dividend","2006","6433000000",""
"Late-demographic dividend","2005","5595000000",""
"Late-demographic dividend","2004","6911000000",""
"Late-demographic dividend","1995","5357000000",""
"Late-demographic dividend","1973","841000000",""
"Late-demographic dividend","1967","723000000",""
"Late-demographic dividend","1966","938000000",""
"Late-demographic dividend","1965","653000000",""
"Late-demographic dividend","1964","298000000",""
"Late-demographic dividend","1963","122000000",""
"Late-demographic dividend","1962","65000000",""
"Late-demographic dividend","1961","52000000",""
"Late-demographic dividend","1960","298000000",""
"Latin America & Caribbean","1975","73000000",""
"Latin America & Caribbean","1967","0",""
"Latin America & Caribbean","1964","4000000",""
"Latin America & Caribbean","1962","6000000",""
"Latin America & Caribbean","1961","12000000",""
"Latin America & Caribbean","1960","8000000",""
"Latin America & Caribbean (excluding high income)","1975","73000000",""
"Latin America & Caribbean (excluding high income)","1961","12000000",""
"Latin America & Caribbean (excluding high income)","1960","2000000",""
"Latin America & Caribbean (IDA & IBRD)","1975","72000000",""
"Latin America & Caribbean (IDA & IBRD)","1967","0",""
"Latin America & Caribbean (IDA & IBRD)","1964","4000000",""
"Latin America & Caribbean (IDA & IBRD)","1962","6000000",""
"Latin America & Caribbean (IDA & IBRD)","1961","12000000",""
"Latin America & Caribbean (IDA & IBRD)","1960","8000000",""
"Latvia","1994","9000000",""
"Least developed countries: UN classification","1968","0",""
"Least developed countries: UN classification","1967","1000000",""
"Lebanon","2002","45000000",""
"Lebanon","1991","1000000",""
"Lebanon","1967","1000000",""
"Libya","2011","0","2"
"Libya","2010","28000000",""
"Libya","2009","32000000",""
"Libya","2008","18000000",""
"Libya","2007","10000000",""
"Libya","2006","18000000",""
"Libya","2005","113000000",""
"Libya","2004","113000000",""
"Libya","2003","16000000",""
"Libya","2002","21000000",""
"Libya","1998","10000000",""
"Libya","1997","3000000",""
"Libya","1994","3000000",""
"Libya","1990","36000000",""
"Libya","1989","7000000",""
"Libya","1988","64000000",""
"Libya","1987","14000000",""
"Libya","1986","10000000",""
"Libya","1985","32000000",""
"Libya","1984","54000000",""
"Libya","1983","14000000",""
"Libya","1982","168000000",""
"Libya","1981","107000000",""
"Libya","1980","95000000",""
"Libya","1979","398000000",""
"Libya","1978","8000000",""
"Libya","1976","4000000",""
"Libya","1975","26000000",""
"Libya","1973","0","2"
"Libya","1972","0","2"
"Lithuania","2002","3000000",""
"Low & middle income","2017","8183000000",""
